session_name,paper_id,title,authors,institutions,abstract,presentation_url,presentation_available,paper_url,paper_available,poster_url,poster_available,doi,page_number
WEP - Wednesday Poster Session,WEP061,"NSLSII RF-shielded bellows offset testing802The NSLSII storage ring contains over 180 RF shielded bellows over its 792 m circumference. Three of these bellows are instrumented with RTD temperature sensors on the internal components to monitor and validate expected performance. The temperature data showed an increasing internal temperature trend during successive 500mA beam operation on one of these bellows. This bellows and many other installed bellows throughout the ring, are near to or over the vertical and horizontal offset tolerance. Offsets can create an RF path between the sleeve and fingers, which raised concern there was degradation of performance resulting from the offset condition. The bellows was removed and inspected with some visual signs of discoloration and loose RTD anchor points were also observed. With the prospects of moving from 400mA to more permanent 500mA operation, a test was conducted to confirm internal temperatures were safe. Two fully instrumented bellows were remotely offset under steady beam operation while observing the internal temperatures. The bellows with offset geometry was also studied with GdfdL code. The experimental results will be presented and compared to the wake-potential calculations.",,,,,False,https://meow.elettra.eu/97/pdf/WEP061.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP061,
WEP - Wednesday Poster Session,WEP062,"One-to-one mapping between the electromagnetic modes of cylindrical and coaxial half-wave cavities805Design of radio frequency (RF) couplers and diagnostics require a good understanding of the electromagnetic mode patterns of RF cavities. This study investigates the adiabatic transformation of transverse magnetic (TM) modes in a cylindrical cavity into transverse electromagnetic (TEM) modes of a coaxial cavity by gradually introducing an inner conductor. Using CST Studio Suite, we simulate the eigenmode evolution as the geometry transforms from a pure cylindrical to a coaxial configuration. We track the behavior of TM010 through TM014 modes to observe the continuous evolution into the corresponding TEM0 through TEM4 modes of the coaxial cavity. The process is governed by the evolution of the electric field orientation as the geometry shifts, enabling the axial TM fields to reorient into the radial electric field configuration of TEM modes. Field patterns, eigen-frequencies, and mode indentities are analyzed throughtout the transition. The results provide simulation-based evidence that TM to TEM conversion occurs without generation of newer eigenmodes, offering a valuable insight into the design of transition regions in superconducting RF (SRF) systems and provides a foundation for experimental validation.",,,,,False,https://meow.elettra.eu/97/pdf/WEP062.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP062,
WEP - Wednesday Poster Session,WEP064,"Passive plasma lens experiments at FACET-II808The beam-driven, passive plasma lens can provide axisymmetric focusing with strengths orders of magnitude greater than conventional quadrupole magnets, while remaining ultra-compact. These characteristics make it attractive for beam matching into a plasma wakefield accelerator and for controlling beam divergence downstream of plasma stages. Optimal performance can be achieved in the underdense regime, resulting in a linear focusing force and emittance preservation of the focused beam. We report progress on experimental results from SLAC’s FACET-II facility, where we utilized a fs Ti:Sapphire laser pulse to ionize hydrogen gas from a supersonic gas jet to focus several hundred pCs of charge of a 10 GeV electron beam.",,,,,False,https://meow.elettra.eu/97/pdf/WEP064.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP064,
WEP - Wednesday Poster Session,WEP065,"Performance enhancement of medium temperature baked niobium SRF cavity by surface contamination removal812Medium temperature baking (300- 350 °C) enhances the quality factor of niobium superconducting radio frequency cavities. However, surface contamination introduced during vacuum furnace baking limits the quench field and may also degrade the quality factor of the cavity. To investigate this effect, a 1.3 GHz single-cell Nb cavity underwent mid-T baking, followed by a chemical treatment to remove the surface contaminants. Post-treatment measurements revealed a significant improvement in both the quality factor and the quench field.",,,,,False,https://meow.elettra.eu/97/pdf/WEP065.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP065,
WEP - Wednesday Poster Session,WEP066,"Plasma processing of SRF cavities at Jefferson Lab: Experiment results and simulation insight816Plasma processing of superconducting radio frequency (SRF) cavities has been an active research effort at Jefferson Lab (JLab) since 2019, aimed at enhancing cavity performance by removing hydrocarbon contaminants and reducing field emission. In this experiment, processing using argon-oxygen and helium-oxygen gas mixtures to find minimum ignition power at different cavity pressure was investigated. Ongoing simulations are contributing to a better understanding of the plasma surface interactions and the fundamental physics behind the process. These simulations, combined with experimental studies, guide the optimization of key parameters such as gas type, RF power, and pressure to ignite plasma using selected higher-order mode (HOM) frequencies. This paper presents experimental data from argon-oxygen and helium-oxygen gas mixture C75 and C100 cavity plasma ignition studies, as well as simulation results for the C100-type cavity based on the COMSOL model previously applied to the C75 cavity.",,,,,False,https://meow.elettra.eu/97/pdf/WEP066.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP066,
WEP - Wednesday Poster Session,WEP067,"Study of uncorrelated resonance crossing in a controlled environment820This paper deals with estimating spin depolarization in planned very high energy electron-positron storage rings like the FCC-ee. The paper covers three aspects of the work: 1) the putative so-called uncorrelated resonance crossing due to noise in the spin-rotation phase advance caused by photon emission in synchrotron radiation. This is expected to suppress the depolarization caused by synchrotron sideband resonances, 2) a study of the performance of our code on multiple high performance systems, and 3) the novel exploitation of a high order Magnus expansion applied to spin transport. The study uses Monte-Carlo spin-orbit tracking for a simple model of spin motion, the so-called single resonance model, augmented by the effects of radiation. The results presented here represent the first steps of a planned detailed large-scale exploration.",,,,,False,https://meow.elettra.eu/97/pdf/WEP067.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP067,
WEP - Wednesday Poster Session,WEP069,"Preliminary computational study on minimizing longitudinal emittance in photoinjector824Recently, we proposed a novel photoinjector that incorporates an emittance exchange (EEX) beamline. Previous studies demonstrated promising 4D emittance performance of an EEX-based injector, but the beam’s longitudinal emittance at the linac exit still limits the final transverse emittance downstream of the EEX stage. We performed a comprehensive scan of injector parameters—including gun phase, laser spot size and pulse length, and solenoid strengths—to (1) estimate the minimum achievable longitudinal emittance, (2) identify sources of emittance growth, and (3) explore mitigation strategies. Here, we present the status of this study. Simulations were carried out using General Particle Tracer (GPT) including space-charge effects.",,,,,False,https://meow.elettra.eu/97/pdf/WEP069.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP069,
WEP - Wednesday Poster Session,WEP070,Progress of polarized ion sources at,,,,,False,https://meow.elettra.eu/97/pdf/WEP070.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP070,
WEP - Wednesday Poster Session,BNL828,"The OPPIS has undergone multiple upgrades since 2000, with the most recent completed in 2022. Improvements to the Rb and Na cells have reduced vapor dispersion in the beamline, significantly lowering consumption and improving source stability. Plasmatron modifications extended component lifetimes. These upgrades enabled reliable Run-24 operation, with a mean current of 350 μA, 300 μs pulse width, and ~80% polarization delivered at the 200 MeV linac exit. Development is also underway for a high-intensity (2×10¹¹ ions/pulse) polarized ³He⁺⁺ source for the future EI",,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-BNL828,
WEP - Wednesday Poster Session,WEP073,"Progress update on compressed ultrashort pulse injector demonstrator832Stable high gradient operation of a photoinjector is important for generating high brightness electron beams. The Argonne Wakefield Accelerator (AWA) facility recently commissioned an X-band photoinjector at \SI{400}{\mega\volt/\metre} cathode field without significant breakdown rates using nanosecond RF pulses generated from a wakefield accelerator. We propose to develop an X-band photoinjector at \SI{500}{\mega\volt/\metre} cathode field fed by ultrashort RF pulses generated by RF pulse compression technology developed at SLAC National Accelerator Laboratory, named as Compressed Ultrashort Pulse Injector Demonstrator (CUPID). The klystron based pulse compression is more stable and allows higher repetition rate. Here we provides the progress update of CUPID project, in particular on the mechanical design of the electron gun, solenoid's requirement and design constraints.",,,,,False,https://meow.elettra.eu/97/pdf/WEP073.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP073,
WEP - Wednesday Poster Session,WEP075,"Radio-frequency hardware considerations for a high-power solid-state amplifier836A feasibility study is developing a prototype solid state power amplifier to supplant or replace 805 MHz klystrons powering the coupled-cavity linac at the Los Alamos Neutron Science Center (LANSCE). We are considering the RF passive hardware used for such an amplifier. The power from individual transistor pallets that provide 5 kW each must be power-combined to the requisite 1.25 MW needed to replace a klystron. Various approaches are being considered for combining Additionally, the protection of the various components from reflected power is essential to avoiding damage to the pallets and all of the passive RF components such as combiners and connectors. The use of magic tees as both combiners and isolators is discussed, and circulators are another critical component for this design. Finally, as power is combined, another concern is the power handling of connectors, and the balance between performance and the practicality of the large number of connectors becomes crucial.",,,,,False,https://meow.elettra.eu/97/pdf/WEP075.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP075,
WEP - Wednesday Poster Session,WEP076,"R&D Progress of electron cyclotron resonance accelerator840Several attractive features of a novel electron Cyclotron Resonance Accelerator (eCRA) include: a compact robust room-temperature single-cell RF cavity as the accelerator structure; continuous ampere-level high current output without bunching; and a self-scanning accelerated energetic e-beam, obviating need for a separate beam scanner. Hence an eCRA can be highly compact and efficient to produce high power electron beams and x-ray beams. The applications of the eCRA includes the replacement of Cs-137 based dosimeter calibration system, and the replacement of Co-60 based sterilization system. The R&D progress of eCRA is reported here. A 2 MeV eCRA Demonstrator is under construction at BNL to validate the eCRA acceleration mechanism experimentally. A 5 MeV eCRA Upgrade with high beam power is in the design phase.",,,,,False,https://meow.elettra.eu/97/pdf/WEP076.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP076,
WEP - Wednesday Poster Session,WEP078,RF amplifier system reconfiguration plans for new DTL and,,,,,False,https://meow.elettra.eu/97/pdf/WEP078.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP078,
WEP - Wednesday Poster Session,RFQ843,"The first 100 MeV of acceleration for protons and H- ions at the Los Alamos Neutron Science Center (LANSCE) is presently accomplished with a Cockroft-Walton generator (750 keV), followed by four Alvarez drift tube linac (DTL) cavities commissioned in 1970. The RF duty factor is 12 %, leading to significant thermal loading in the room temperature copper structures. Increasing obsolescence and structural reliability problems have created the need for replacements to these systems. The LANSCE Modernization Project (LAMP) developed a conceptual design for the Medium Energy Beam Transport (MEBT) and the Drift Tube Linac (DTL) using new accelerator components. This approach utilizes a Radio Frequency Quadrupole (RFQ) and six replacement DTL cavities. The current 201.25 MHz radio-frequency power amplifier system was replaced 10 years ago and has demonstrated high reliability with Diacrode tube lifetimes over 60,000 hours. We propose an RF amplifier topology that leverages this RF system to provide the required power for the LAMP conceptual design through innovative reconfiguration of the amplifiers.",,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-RFQ843,
WEP - Wednesday Poster Session,WEP079,"RF breakdown and dark current studies in short-pulse acceleration847Recent experimental studies at the Argonne Wakefield Accelerator (AWA) have shown that operating RF cavities with short pulses, only a few nanoseconds in duration, can raise the accelerating gradient to nearly 400 MV/m in a series of X-band structure tests. These results motivate further investigation into the breakdown physics underlying the short-pulse acceleration regime. In this work, we present analytical models and numerical simulations of dark current dynamics in X-band cavities driven by short RF pulses. These studies explore key phenomena associated with RF breakdown across various time scales, including field emission, secondary electron emission, and plasma formation, with particular focus on their dependence on RF pulse length. Building on these insights, we describe the design and experimental plan for a single-cell X-band RF cavity operating at 11.7 GHz, optimized for high-gradient operation with 6~ns long RF pulses and integrated with RF breakdown diagnostics. This work aims to deepen the understanding of RF breakdown physics in the short-pulse regime and support the development of compact linear accelerators for future applications.",,,,,False,https://meow.elettra.eu/97/pdf/WEP079.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP079,
WEP - Wednesday Poster Session,WEP082,"Sputter coating of Nb₃Sn into SRF cavity using stoichiometric target851Nb₃Sn has emerged as a leading alternative material due to its higher superconducting critical temperature (Tc) and superheating field (Hsh), promising a viable solution to the intrinsic performance limit currently faced by Nb superconducting radiofrequency (SRF) cavities. We sputter-coated Nb₃Sn inside Nb SRF cavity using a stoichiometric Nb₃Sn tube target in a DC cylindrical magnetron sputter coater. The target was fabricated by growing an estimated >20 μm thick Nb₃Sn layer on a Nb tube via Sn vapor diffusion using Jefferson Lab’s coating system. Approximately 150 nm thick Nb-Sn films were sputter-deposited onto flat Nb samples at positions representing the beam tubes and equator of a 2.6 GHz Nb cavity. Post-deposition annealing at 950 °C for 3 h resulted in the formation of Nb₃Sn. Microstructural analysis of the annealed films was carried out to investigate the morphology and structure of the Nb₃Sn films. Later, a 2.6 GHz Nb SRF cavity was coated with a ~1.2 μm thick sputtered Nb-Sn film using a stoichiometric Nb₃Sn target, followed by annealing. Cryogenic RF testing of the annealed cavity demonstrated a Tc of 17.8 K, indicating the formation of Nb₃Sn. After a light Sn recoating treatment, the cavity achieved a quality factor (Q0) of 6.7E+08 at lower field at 2.0 K.",,,,,False,https://meow.elettra.eu/97/pdf/WEP082.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP082,
WEP - Wednesday Poster Session,WEP083,Status of the experimental demonstration of GW power generation from THz-,,,,,False,https://meow.elettra.eu/97/pdf/WEP083.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP083,
WEP - Wednesday Poster Session,TBA855,We present the current status of preparations for the experimental demonstration of GW power generation from THz-TB,,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-TBA855,
WEP - Wednesday Poster Session,WEP084,"LANSCE CCL klystron high potting investigation and improvements859LANSCE uses 44 805MHz klystrons to power the Coupled Cavity Linac (CCL). Modulated anode tubes such as the 1.25 MW LANSCE klystrons need high volt-age testing and processing prior to full operation. This not only verifies the klystron can hold-of HV but also allows the klystron to process out some internal imperfections prior to being pulsed by the modulator for the accelerator. The LANSCE accelerator is a relatively long pulse machine, and improper processing can lead to premature degradation in the performance of the tube. This paper describes recent improvements to the 1.25MW 805MHz klystron HV check and conditioning process through the development of a new high-potting test stand. High-potting setup and techniques that were historically used are contrasted with the new implementation. Our goal is to improve LANSCE operations by accelerating the high-potting process and reducing expert time and dependence. The new test stand will optimize legacy processes by improving diagnostics, automating control and reducing inconsistencies and process invariability due to human factors. Analysis and automation efforts for this critical process are discussed along with current benefits and future work.",,,,,False,https://meow.elettra.eu/97/pdf/WEP084.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP084,
WEP - Wednesday Poster Session,WEP085,"Start-to-end simulations of a compact, linac-based positron source862Slow positrons are increasingly important to the study of material surfaces. For these kinds of studies, the positrons must have low emittance and relatively high brightness. Unfortunately, fast positron sources like radioactive capsules or linac driven sources have broad energy and angular spread, which make them difficult to capture and use. Moderators are materials that produce slow, mono-energetic positrons from a fast positron beam. Since their efficiencies are typically less than $10^{-3}$ slow $e^+$ per fast $e^+$, research into how to maximize efficiency is of great interest. Previous work has shown that using a linac, one can decelerate the fast positron beam in order to greatly increase moderation efficiency. We present here start-to-end simulations using G4beamline to model a 100~MeV electron beam incident upon a Tungsten target, focused by an adiabatic matching device, and decelerated by a 1.3~GHz, 5-cell pillbox cavity. We show that by decelerating the positrons after their creation we can increase the number of positrons under 500~keV by 15 times, translating to a 16.3 times improvement in moderation efficiency, and therefore leading to a brighter positron source.",,,,,False,https://meow.elettra.eu/97/pdf/WEP085.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP085,
WEP - Wednesday Poster Session,WEP086,"The Pulsed Ion Reflex Klystron: A new accelerator for high efficiency voltage conversion866Beam Alpha developed a kilowatt-scale fusion microreactor that directly converts nuclear energy to electrical energy without intermediate heat steps. This device has an output of 1.6 million volts DC. A converter is needed to transform this potential energy into useful electrical power. To achieve this the ""Pulsed Ion Reflex Klystron"" has been developed. The PIRK aims to achieve high conversion efficiencies by directing negatively charged ions through a re-entrant resonant cavity hundreds of times to gradually transfer energy from the moving particles to said cavity. Ions will be released into a 6-meter linear accelerator with roughly 1000 precisely spaced electrodes forming a quasi-parabolic potential. This potential is symmetric about the midpoint of the tube causing ions to oscillate with a frequency of approximately 1 MHz independent of energy. Perturbations to this parabolic potential are designed to provide radial electrostatic beam focusing. An algorithm is devised to produce optimal voltage curves to maximize both longitudinal bunching and radial confinement, and these curves are examined against practically realizable potentials. Energy is coupled out of the resonant cavity using a loop antenna connected to a silicon carbide rectifying diode. This converts the RF in the cavity to a 400V intermediate DC bus that can easily be inverted to wall power.",,,,,False,https://meow.elettra.eu/97/pdf/WEP086.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP086,
WEP - Wednesday Poster Session,WEP087,"Thermal analysis and preliminary cooldown performance of the SCU cryostat869The SCU cryostat, featuring two 1.5-meter-long Nb-Ti superconducting undulators (SCUs), is currently being built for the Advanced Photon Source Upgrade. The final design, along with the thermal and mechanical models of this cryocooler-cooled, liquid helium-based cryostat, has been completed. The cryostat has been fabricated, and preliminary cool-down tests were conducted both with and without the two 1.5-meter-long Nb-Ti SCUs. This paper presents a comparison between the measured and calculated thermal performance of the cryostat.",,,,,False,https://meow.elettra.eu/97/pdf/WEP087.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP087,
WEP - Wednesday Poster Session,WEP091,"Transverse deflecting cavity optimization for active control of electron beam energy chirp873The Transverse Deflecting Cavity Based Chirper (TCBC) is a novel concept of imposing and removing a significant energy chirp of an ultra-relativistic electron beam. The TCBC method requires much less footprint, compared to the conventional chirping and dechirping method involving operating a linear accelerator off-crest. When the compressed bunch is very short, the dechirping has to rely on the wakefields. We present our updated design of the L-band traverse deflecting cavity (TDC) for demonstrating the TCBC concept at the Argonne Wakefield Accelerator (AWA) facility. Our TDC design update is based on the original design provided by Tsinghua University. The TDC design update focused on ensuring improved performance under more intense electromagnetic fields, reducing the peak pulsed temperature rise. The tuners of the TDC were meanwhile reworked to allow greater adjustability of the resonant frequency and of the electromagnetic field balance among the cells. We also report the tolerance study of the TD",,,,,False,https://meow.elettra.eu/97/pdf/WEP091.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP091,
WEP - Wednesday Poster Session,WEP092,Ultra-violet laser transverse shaping with phase plates876Shaping ultraviolet (UV) laser beams is critical for optimizing photoinjector performance for applications in free-electron lasers (FELs). It has been shown that a 50% truncated Gaussian beam can achieve the lowest emittance via space charge compensation at LCLS-,,,,,False,https://meow.elettra.eu/97/pdf/WEP092.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP092,
WEP - Wednesday Poster Session,WEP095,Understanding the RHIC triplet magnet vibrations in preparation for,,,,,False,https://meow.elettra.eu/97/pdf/WEP095.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP095,
WEP - Wednesday Poster Session,EIC880,"Throughout its operation, the RHIC triplet magnets have been subject to a mechanical vibration around 10 Hz. These mechanical vibrations were found to produce a beam orbit jitter that was detrimental to the collider luminosity. During RHIC operation, this has been effectively mitigated by the implementation of a fast feedback orbit control system. For the Electron Ion Collider (EIC) Hadron Storage Ring (HSR), the RHIC triplet package will be modified, magnets will be removed, and the cryogenic lines will be rearranged inside the cryostat. A comprehensive analysis of the RHIC triplet vibration has been undertaken to ensure that the planned triplet piping modifications would not increase the current triplet magnet vibrations and overwhelm the existing fast feedback control system. This paper aims to describe the current understanding of the root cause and kinematic of the RHIC triplet vibrations and offer mitigation options for EIC.",,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-EIC880,
WEP - Wednesday Poster Session,WEP097,Ground vibration studies in the RHIC tunnel in view of,,,,,False,https://meow.elettra.eu/97/pdf/WEP097.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP097,
WEP - Wednesday Poster Session,EIC884,"As beam sizes get smaller at the collision point, the environment vibrations and their amplification through the accelerators supporting structures need more careful considerations. Indeed these mechanical disturbances can produce a beam orbit jitter that is detrimental to a collider operation, through loss of luminosity or increased beam-beam effects. In preparation for EIC, measurements of the ground vibration environment in the RHIC tunnel were carried out. This paper will summarize the measurement methodology and present its main results. The expected effect on the hadron and electron beam jitter will be described and we will discuss some design consideration on the new electron ring magnet supports to mitigate this effect.",,,,,False,,False,,False,https://doi.org/10.18429/JACoW-NAPAC2025-EIC884,
WEP - Wednesday Poster Session,WEP100,"Upgraded photoinjector laser pulse train generator at the Argonne Wakefield Accelerator888The Argonne Wakefield Accelerator (AWA) facility operates a high-charge (100s of nC) electron beam in a bunch train, with eight electron bunches at a 769 ps spacing matching the linac operating frequency of 1.3 GHz. AWA’s electron beam is optimized for producing large wakefields in resonant structures to study structure wakefield acceleration. This is achieved by maximizing total beam charge, and by correct bunch train timing to enhance the wakefield via inter-bunch coherence. The properties of the bunch train are determined by a “multisplitter” in the photoinjector laser system, in which a series of beamsplitters splits one laser source into eight - ideally equal - pulses. However, AWA’s previous system did not split pulses evenly, with up to a 2:1 ratio between pulse energies within a train. Damaging electrical breakdown events within the electron gun, driven by high single bunch charge, occurred at lower total charge in this non-uniform set-up, limiting maximum charge. Thus, a new multisplitter using polarizing beamsplitters and half-wave plates (HWPs) was implemented. Unlike the previous fixed-ratio beam-splitter design, the new system enables tuning the splitting ratio for each beamsplitter, resulting in a more uniform pulse train. Large 2” optics and uncoated HWPs are also used to increase the laser intensity damage threshold (LIDT). This paper presents the design, characterization and lessons learned in early commissioning of AWA's upgraded laser pulse train generator.",,,,,False,https://meow.elettra.eu/97/pdf/WEP100.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP100,
WEP - Wednesday Poster Session,WEP101,"Booster cavity damper redesign for PIP-II891A new Higher Order Mode (HOM) damper was designed and is undergoing testing for the Booster accelerator cavity at Fermilab. In anticipation of the PIP-II upgrade, it was discovered that the higher intensity of PIP-II may cause beam instability due to an excited mode at 106 MHz. This unfortunately corresponds with the cavity’s 2nd order harmonic mode, which will sweep from 86-105.7 MHz. The new damper is a modification of an existing damper that was designed to reduce an existing static HOM at 83 MHz, with the new design intending to cover the 2nd order HOM as well. The existing damper uses an inductive coupling loop to extract RF energy from the cavity which then goes through a filter in order to reflect the fundamental frequency back into the cavity while passing HOMs to a dump load. The new damper intends to replace the filter portion of the system with a wider band variant while also changing the topology from a coaxial cable loop filter to a componentized PCB-based design. Primary design challenges include bandwidth coverage, impedance matching of the various modes, long term thermal and mechanical stability, radiation hardness, and high voltage handling. Initial designs achieved the desired damping but were found to quickly succumb to destructive arcing due to the voltages present. More finalized designs intend to address this problem through circuit design modifications as well as the use of hardier components.",,,,,False,https://meow.elettra.eu/97/pdf/WEP101.pdf,True,,False,https://doi.org/10.18429/JACoW-NAPAC2025-WEP101,
